"","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"101",3.88738905031062e-07,6.46271230214016e-06,2.69500540196128e-05,7.63883072318892e-05,0.000176741064825993,0.00036302434013831,0.000690141594711107,0.00124725395440373,0.00217254596822433,0.00369791004955264,0.00618731652285546,0.0101942295997698,0.0164784095729386,0.0261165516004082,0.0403874617499811,0.0605615394009508,0.0872427628500035,0.120411317942894,0.159290420724295
"102",4.52418471010085e-07,7.5832936882681e-06,3.17181443393753e-05,8.9887055999941e-05,0.000207266486308086,0.000422790680771703,0.000795148274527419,0.00141557963891816,0.00241818538475909,0.0040195651226323,0.00654985115091896,0.0105035957641367,0.016547730738448,0.0256316299350593,0.0389099468296277,0.0576163283785862,0.0825236165223318,0.113979083486003,0.151675353686385
"103",3.35145659128333e-07,5.53760843487673e-06,2.28968610509133e-05,6.41253237871849e-05,0.000146072639630249,0.000294342306540491,0.000547145762482361,0.000963891109221986,0.00163277884222248,0.00269889080610111,0.00437920839174859,0.00697890375706576,0.0108901826784541,0.0166717254210529,0.0250057664017359,0.0366285227440791,0.05200998866161,0.071393939652665,0.0946694896116097
"104",7.00716882109046e-07,1.13674788731853e-05,4.63473071268181e-05,0.000128150615153908,0.000288320112966133,0.000573594411284211,0.00105123881441372,0.00182144477772636,0.00302422917369819,0.00487974262581774,0.00771336612212752,0.0119985468287321,0.0183538989669554,0.027659782831902,0.0409928352109652,0.0595379103458679,0.0840969250954631,0.115133091134457,0.1524980540155
"105",8.67510562241046e-07,1.38626510919349e-05,5.57518980622706e-05,0.000151834076877958,0.000335856152199251,0.000655626897346046,0.00117660313472239,0.00199168621233728,0.00322320708188538,0.00505813172504062,0.00775959904737581,0.0116846882039838,0.0172651617143849,0.0251083956471754,0.035942795804928,0.0505657170205178,0.0694922923846087,0.09303116283832,0.12109256957634
"106",8.86099473693978e-07,1.47508194330255e-05,6.1144863251059e-05,0.000171023610966836,0.00038750679503585,0.000773075031872007,0.00141500408354756,0.00243829617766173,0.00400846550968869,0.00637532402323964,0.00988216785028373,0.014973856417074,0.0221572212471216,0.0321267380331071,0.0457053984551189,0.0638172766089266,0.087108634120579,0.116075578890439,0.150801278066392
"201",6.21337020943644e-07,1.31620118839956e-05,6.71515273549205e-05,0.00023812065893059,0.000724896166303394,0.00206743437859073,0.00555445723469302,0.0135396880993745,0.0290797585773338,0.0555415963019069,0.0955561576712229,0.150024755358726,0.217432057041533,0.295382866666019,0.380379107451452,0.468483069465583,0.554848948217431,0.635808737958737,0.70843980493457
"202",2.36967132370473e-06,4.46601151810116e-05,0.000210761486174672,0.000706009218890218,0.00207154558187672,0.00575382773096839,0.0148791163030913,0.0336862846811247,0.0645818748651009,0.107384016210792,0.159946035784538,0.21948403431711,0.28285306331482,0.347901918976684,0.412801352816159,0.476265066706911,0.536791058163515,0.593671068759215,0.646273325681817
"203",2.81754840272458e-07,5.73972825101481e-06,2.89472917385672e-05,0.000103691482543165,0.000325121681567148,0.000964397140233242,0.00268489686258848,0.00670762832668634,0.014596808398677,0.027865464659266,0.0472804163936339,0.0727758687756115,0.103643133255813,0.139398999406447,0.179588120287306,0.223856283861946,0.27132879987936,0.321268051698117,0.372630654973268
"204",9.58989839590412e-07,1.94614212031666e-05,9.77453969671385e-05,0.00034773526999862,0.00107822204618332,0.00314545460272327,0.00854585971710651,0.0205870850728415,0.042691595413684,0.0774017265614843,0.12550644084409,0.186355489802688,0.257715619864893,0.337059160494811,0.421037966407267,0.506108570858087,0.588040133784602,0.663834489736625,0.731190882112572
"205",1.70728609018156e-06,3.31375834152899e-05,0.000162999831842523,0.000579677878096596,0.00182933799416584,0.00546342040802674,0.0150332369345506,0.0358343582552999,0.0716345453464501,0.122499047060054,0.184708837701865,0.253516803282398,0.324450862176015,0.39481642537443,0.462669857018927,0.52689436504832,0.586322959610779,0.64067143101758,0.689740885128186
"206",2.26239202530261e-07,4.75101517455932e-06,2.48798251393982e-05,9.36323574001687e-05,0.000310798413148294,0.00097607146835825,0.00286728307015096,0.00755078605775574,0.0172440765118496,0.0340122346761574,0.0584423695030707,0.0898141043673308,0.126752957567864,0.168305496268083,0.213654377924032,0.262212071634933,0.312952129987159,0.365124983762688,0.417742085735348
"207",6.39982837471177e-07,1.30219268847221e-05,6.66296849671153e-05,0.000245991535887712,0.000803636197159332,0.00248380532103434,0.00713270829816293,0.0181024144326402,0.0392637250797534,0.0730393249921399,0.118457371822411,0.17251334250273,0.231712742304656,0.293708032069816,0.356628702600641,0.419191393333345,0.479881743489531,0.537911502430984,0.592510584634595
"301",2.01250136547116e-06,5.06813340718743e-05,0.000316136668655157,0.00141096527803699,0.00544243066260276,0.0192634050900194,0.0615264788378353,0.165983774123333,0.347608956406426,0.556142284753381,0.724950239437817,0.837296907094982,0.905625817044442,0.945915207828448,0.969268105508242,0.982683506825789,0.990283476531189,0.994574993288872,0.99698421149427
"302",3.93956652232215e-06,7.87747836300906e-05,0.000406916012252026,0.00155007942411896,0.00529956760956344,0.0171539510326723,0.0508911985872942,0.128703318392597,0.260017287060564,0.419627559413524,0.56886459715922,0.68920709161994,0.779251554456857,0.844739077285337,0.891568164201859,0.924765561941802,0.947982117165267,0.964169228057396,0.975397561985407
"303",9.05156790023097e-06,0.000197443783280796,0.00113681747016927,0.00485612660408199,0.0181291901616828,0.0605870741457247,0.170557517406122,0.370186916327597,0.602397303399754,0.784803131762642,0.893560161348995,0.949620148376754,0.976563778667582,0.989212928880048,0.995070185776485,0.997763968223794,0.998988005510211,0.999543634309883,0.999794824580612
"304",5.25800797516921e-06,0.000135270034552981,0.000829333792038998,0.00362456824021331,0.0137158110698637,0.0473731722278386,0.144082696920747,0.352179120194943,0.633206568649435,0.85144508871636,0.953875721628054,0.987951435532889,0.997150143575591,0.999368205299507,0.999865760906012,0.999972405976846,0.999994416114965,0.999998886085741,0.999999780119544
"305",1.95830177805199e-06,6.33352770003121e-05,0.000455886417932533,0.00224767946132695,0.00929406031450047,0.0345327832061631,0.113719464451421,0.30645215722594,0.602232407377463,0.847124642775864,0.957603696437523,0.990279576315009,0.99795476997656,0.999588234600268,0.999919096882568,0.99998441676399,0.99999701725818,0.999999433750172,0.999999893229436
"401",7.4918735361839e-08,1.66988204007271e-06,9.38599400627846e-06,3.84808395294181e-05,0.000139896639301345,0.000479663115252348,0.00153679216847873,0.00444455414039339,0.0111395940203785,0.0236703135607022,0.0427468013101313,0.0677787768325635,0.097606419340508,0.131478177269853,0.168853401760065,0.20946461104746,0.252704365758436,0.298150775730818,0.345085002679972
"402",4.82190053447101e-08,1.10880456063641e-06,6.40472351413872e-06,2.69543858538123e-05,0.000100301753812908,0.000350983927058213,0.00114741921617647,0.00339639185108083,0.00873874438768332,0.0190941956400814,0.0354948062254794,0.0579601373494808,0.0859398255977683,0.119158312067115,0.157474051128376,0.200927340613639,0.24900570776614,0.301121472437241,0.356096653085399
"403",1.02647709575458e-07,2.9302672852967e-06,2.12351944516343e-05,0.000111482829490751,0.000501247375593566,0.00204554985188292,0.00764021240651507,0.0256159492399499,0.0727067451060972,0.165222047907554,0.29702881090209,0.441731681713462,0.574476554524384,0.684631142647478,0.770778206368644,0.835994394822003,0.884009809409401,0.918891764959547,0.943874679083419
"404",2.30305254840734e-08,5.49084594363634e-07,3.24054559444875e-06,1.38140831522681e-05,5.17229211864992e-05,0.000181533901645273,0.000595591035694684,0.00177588136648584,0.00463084254656843,0.0103421864199142,0.0198342682843812,0.0336922051671787,0.0523228736485643,0.0764397361554467,0.106951306361008,0.144871231842968,0.190430033178653,0.243227780792912,0.30172260979583
"405",3.92426743642316e-08,9.10101096622171e-07,5.3263781605604e-06,2.27913270491376e-05,8.62754317856134e-05,0.000306678531981518,0.00101739017963348,0.00305649331569859,0.00797692923811651,0.0176513008536927,0.0331890296964564,0.0547831301160455,0.0820698816153384,0.114917527551111,0.153296014568381,0.197320190860715,0.246485817159749,0.300133567706092,0.356930833683927
"406",1.49031091670046e-08,3.61707378694002e-07,2.16099004513257e-06,9.29564718527099e-06,3.50181489331704e-05,0.000123431639709828,0.000406646707368023,0.00121931877315501,0.00320521889339127,0.00724128429595242,0.0141075856671844,0.0244479214318291,0.0388806380949323,0.0583680347675704,0.0841310528595504,0.117519028250497,0.159112021129986,0.208715626779476,0.264856033067955
"407",1.80664191532857e-08,5.08137351126806e-07,3.314181542913e-06,1.51639669700201e-05,5.96225026840406e-05,0.00021694858848292,0.000736829422273236,0.0022939461555427,0.00633196249005426,0.0152233958989826,0.0318846196762457,0.0595038179826879,0.101068752386407,0.159440601842985,0.236182495251077,0.330493382352373,0.436945855737417,0.547323256200103,0.651954947447785
"408",3.82434854738882e-08,9.30449815234456e-07,5.66090564332707e-06,2.49915535175796e-05,9.67520727729205e-05,0.000349558348640138,0.00117753883304626,0.00360770386237629,0.00967839098019651,0.0222785477754115,0.0441941521702353,0.0778928083766493,0.125389228612345,0.188622064805527,0.26830939125935,0.363086963140227,0.467498996562944,0.573936891121007,0.673707158361367
"501",4.51026075117433e-08,9.04834014679301e-07,4.4442404595918e-06,1.5139927328147e-05,4.40777339331279e-05,0.000121857448633426,0.000336399373454974,0.000941689229697345,0.00261118805932579,0.00682139414457631,0.0155904801140332,0.0302609194328269,0.0511125191599359,0.0784054076756479,0.112474003166266,0.153740928808901,0.202058927295205,0.257213326919677,0.318358425001167
"502",2.72434557910283e-08,5.9145742963788e-07,3.09975691459236e-06,1.12753499280594e-05,3.50933519140289e-05,0.000103412741800947,0.000301501018165166,0.000879861378629505,0.0025113780562606,0.00669766193367144,0.0155903950249558,0.0308472640153329,0.0531288289055417,0.0830122000619098,0.121040372613719,0.167734737791479,0.2228456502617,0.285916097838203,0.35565137650446
