CO_COMARCA,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76
101,0.36623960207418743,0.057200908559264886,0.0167272165205584,0.010829423846029522,0.00967919114341777,0.009284795829998289,0.009069601545400813,0.008927368361072977,0.008828221294963072,0.008757485165242301,0.00870658831133244,0.008669719940482599,0.008643092484204076,0.008623769310018195,0.00860973293880242,0.008599506911338534,0.008592095126195754,0.00858670477958407,0.00858278419351683,0.008579925921038272,0.008577853644542137,0.008576346495973717,0.008575250447148252,0.008574451577615017,0.008573872565319003,0.008573451598861765,0.008573145564493402,0.008572922584442741,0.008572761023846773,0.008572643601979778,0.008572558263172282,0.008572496101390095,0.008572451073831524,0.00857241835490286,0.008572394580908657,0.00857237726675136,0.008572364726943749,0.008572355617221706,0.008572348998466282,0.008572344178652337,0.00857234068834326,0.008572338152709599,0.00857233631040786,0.008572334969078353,0.008572333997702611,0.008572333292011363,0.008572332779291843,0.00857233240591656,0.008572332135517507,0.008572331939060688,0.008572331796316984,0.00857233169234334,0.008572331617013415,0.008572331562270634,0.008572331522468666,0.008572331493491306,0.008572331472482236,0.008572331457195078,0.008572331446080128,0.008572331437978942,0.00857233143209092,0.008572331427818066,0.008572331424695363,0.008572331422419708,0.008572331420762495,0.00857233141955585,0.008572331418671475,0.008572331418027745,0.008572331417552996,0.008572331417210215,0.008572331416956154,0.008572331416769285,0.00857233141663371,0.008572331416531645,0.008572331416456932,0.008572331416402517
102,0.02030643735789003,0.0075160741806948985,0.004992660234847201,0.004404464521715101,0.004156171547499397,0.004012598707487529,0.003918599652348744,0.003853652256237947,0.0038079674672353097,0.003775347755120232,0.00375190547000932,0.003734953699447,0.0037227325357757773,0.0037138790264496084,0.00370745808526089,0.003702787028906428,0.003699405962488848,0.0036969499735644076,0.0036951655777323314,0.0036938659439964597,0.0036929245201622134,0.0036922403676860668,0.0036917431790849157,0.0036913810255278963,0.0036911186893163234,0.003690928056427586,0.0036907895329972296,0.0036906886445088947,0.0036906155721719027,0.0036905624807966916,0.0036905239067530162,0.003690495816292227,0.0036904754734323696,0.0036904606945349135,0.0036904499579957875,0.0036904421400441333,0.0036904364787003255,0.003690432366487395,0.00369042937905323,0.003690427203796085,0.0036904256287029103,0.003690424484521526,0.0036904236532399634,0.003690423048041666,0.0036904226097915094,0.0036904222914094266,0.00369042206009359,0.0036904218916465805,0.003690421769657299,0.003690421681025926,0.0036904216166260034,0.003690421569716619,0.003690421535728828,0.0036904215110260597,0.0036904214930671593,0.0036904214799904213,0.0036904214705087922,0.003690421463607639,0.003690421458591102,0.0036904214549333355,0.0036904214522745344,0.0036904214503445357,0.003690421448933591,0.0036904214479057252,0.003690421447156382,0.003690421446611178,0.0036904214462110886,0.0036904214459199253,0.0036904214457052892,0.0036904214455498277,0.0036904214454349144,0.0036904214453500742,0.0036904214452885982,0.003690421445242436,0.003690421445208406,0.0036904214451836544
103,0.006356311643553062,0.0031886341343574675,0.002385799131435612,0.0021454920874089847,0.002035499890208447,0.0019707005616395666,0.001928020367865868,0.00189844807460407,0.0018776105943799333,0.0018627130650537204,0.0018519953643516144,0.0018442378180310182,0.0018386404846455126,0.0018345825924104275,0.0018316377465363326,0.0018294942402145558,0.0018279419247696728,0.0018268138352092675,0.0018259939042591562,0.001825396515423348,0.0018249636480033107,0.0018246489878792282,0.0018244202612741761,0.0018242536193253318,0.001824132883390883,0.0018240451318780623,0.0018239813567263816,0.0018239349014093763,0.0018239012496930843,0.0018238767965760123,0.0018238590277824514,0.0018238460866758612,0.0018238367138130958,0.0018238299037908027,0.0018238249559427277,0.0018238213527236478,0.0018238187431853117,0.0018238168474943204,0.0018238154701565937,0.001823814467143742,0.0018238137407708514,0.0018238132130410786,0.0018238128295685323,0.0018238125503390993,0.0018238123480964605,0.001823812201136946,0.0018238120943383342,0.0018238120165435842,0.001823811960185831,0.0018238119192234324,0.0018238118894469367,0.001823811867746587,0.0018238118520146653,0.0018238118405728245,0.0018238118322482257,0.0018238118261812923,0.001823811821777827,0.001823811818568999,0.0018238118162332985,0.0018238118145275839,0.0018238118132854811,0.0018238118123819703,0.001823811811719898,0.0018238118112362562,0.0018238118108825716,0.0018238118106243134,0.0018238118104340298,0.0018238118102948942,0.0018238118101918058,0.001823811810116669,0.001823811810060766,0.0018238118100191792,0.0018238118099887745,0.0018238118099657443,0.0018238118099485826,0.0018238118099359426
104,0.17668818279452972,0.016057890166484286,0.009065206933456993,0.007912722219055255,0.007424294293049455,0.007139021512240866,0.006952181838785859,0.006823428442211466,0.006733150988463566,0.006668887149776405,0.006622829546151439,0.006589604278072991,0.006565701826509867,0.006548418321846067,0.006535904360879058,0.006526814175665251,0.006520242988087435,0.006515475245452603,0.00651201482689126,0.006509496815257919,0.006507674329982034,0.006506350863533682,0.0065053897024631956,0.006504690001112472,0.006504183417843141,0.0065038154695432485,0.006503548211791988,0.0065033536369033945,0.006503212755957828,0.006503110427678871,0.006503036099897094,0.006502981985579667,0.006502942804571587,0.0065029143451187195,0.006502893673257699,0.006502878622954429,0.006502867725684043,0.00650285981099704,0.00650285406166479,0.006502849875706301,0.00650284684481674,0.00650284464319172,0.006502843043723234,0.0065028418792520935,0.006502841035971767,0.006502840423361651,0.006502839978262234,0.006502839654112237,0.006502839419343786,0.006502839248755672,0.006502839124790137,0.006502839034477261,0.006502838969030617,0.006502838921461966,0.00650283888686115,0.0065028388616615715,0.0065028388433829515,0.006502838830078749,0.006502838820396907,0.006502838813336263,0.006502838808201391,0.006502838804471146,0.006502838801743099,0.006502838799751459,0.006502838798300378,0.006502838797241131,0.006502838796464373,0.006502838795897213,0.006502838795478264,0.006502838795175214,0.006502838794949734,0.006502838794783829,0.006502838794662625,0.00650283879457111,0.006502838794504155,0.006502838794454888
105,0.02380877344985458,0.01116141153266182,0.007973689665486275,0.007021029833134937,0.006580454079841242,0.006320292590670698,0.0061496691359898305,0.006032191778247279,0.005949936614059703,0.005891467066980426,0.005849616658017314,0.005819460895686505,0.005797788239264324,0.005782130598860221,0.0057708023434047935,0.005762578879328211,0.005756637663089492,0.005752329180875835,0.005749203484592364,0.005746929930881945,0.00574528494834504,0.00574409074673593,0.005743223696570984,0.005742592655010846,0.005742135877119844,0.005741804164381456,0.005741563264385001,0.005741387903490849,0.005741260949134792,0.005741168745967851,0.005741101778204086,0.005741053025597545,0.005741017728613108,0.005740992091359093,0.005740973469897392,0.005740959912455858,0.005740950096005726,0.005740942966237839,0.005740937786860945,0.005740934015624256,0.005740931284831324,0.005740929301010954,0.005740927859568299,0.005740926810009432,0.005740926049839956,0.00574092549746048,0.005740925096022423,0.005740924803588736,0.005740924591720179,0.005740924437711119,0.005740924325742591,0.0057409242441284515,0.005740924184948798,0.005740924141896704,0.00574092411056452,0.005740924087721711,0.005740924071135346,0.005740924059043351,0.005740924050236827,0.005740924043801626,0.0057409240391124,0.005740924035698602,0.005740924033194944,0.005740924031364089,0.005740924030023762,0.005740924029043744,0.005740924028320742,0.005740924027791154,0.005740924027398185,0.005740924027111141,0.005740924026897164,0.005740924026737649,0.005740924026620677,0.005740924026531889,0.0057409240264655464,0.0057409240264165
106,0.008867596287931278,0.004366259431697698,0.0029606521311981737,0.002564021685461534,0.0023945546787715838,0.0022979284436012467,0.002235392670243939,0.0021925764173518648,0.0021626790718701685,0.0021414584920478167,0.002126282625812915,0.0021153531583094883,0.0021075006968096117,0.0021018286095614283,0.0020977252371361965,0.0020947465833466837,0.0020925945665156063,0.0020910338945136094,0.0020899016007334486,0.002089077941189244,0.0020884819536997937,0.002088049252033483,0.0020877350629479024,0.002087506376113705,0.002087340827854401,0.002087220596448815,0.0020871332734283014,0.002087069702137729,0.0020870236751372446,0.002086990244217862,0.0020869659609632323,0.0020869482810838237,0.002086935479559698,0.002086926180456618,0.002086919425345575,0.002086914506646194,0.0020869109447090015,0.0020869083572530793,0.0020869064772919784,0.0020869051081832363,0.002086904116581824,0.0020869033960441113,0.00208690287235514,0.0020869024909192114,0.0020869022145541378,0.0020869020136485145,0.002086901867571669,0.0020869017611011204,0.0020869016839142334,0.0020869016277656567,0.0020869015869101203,0.002086901557101825,0.002086901535463521,0.002086901519702094,0.002086901508214812,0.002086901499825914,0.0020869014937229904,0.0020869014892640476,0.002086901486008553,0.0020869014836227737,0.002086901481878701,0.0020869014806042013,0.0020869014796655993,0.0020869014789759318,0.002086901478468309,0.0020869014780948865,0.0020869014778175307,0.002086901477612772,0.0020869014774596156,0.002086901477346597,0.0020869014772615306,0.002086901477197377,0.0020869014771497177,0.002086901477113112,0.002086901477085345,0.0020869014770644716
201,0.01849671577864933,0.003735998357507582,0.002034675683935993,0.0018017887735197432,0.0017422466709813265,0.0017213984316711587,0.0017126271678295996,0.0017082852061529733,0.0017058263575096641,0.0017042665328426889,0.0017031949590073793,0.0017024146652698826,0.0017018270287480315,0.0017013706411003558,0.0017010091100985057,0.0017007178866324257,0.0017004821432066294,0.001700289271627281,0.0017001305922260993,0.0016999991761747094,0.0016998905993718524,0.0016998004127684882,0.0016997253686481066,0.0016996626830603889,0.0016996105518227611,0.0016995670317361995,0.0016995306763625659,0.0016995002141247377,0.0016994748184965963,0.0016994535762903486,0.0016994358030431348,0.0016994208916286493,0.0016994084473354052,0.0016993980292798396,0.0016993893063993685,0.0016993819837573061,0.0016993758696526116,0.0016993707491768661,0.0016993664603830406,0.0016993628590392465,0.001699359851414408,0.0016993573320183521,0.0016993552214421448,0.001699353449017913,0.0016993519686172142,0.0016993507284062646,0.001699349689385985,0.001699348816741556,0.0016993480878459675,0.001699347477197594,0.0016993469656103471,0.0016993465359294248,0.0016993461770020279,0.0016993458762960718,0.0016993456243541351,0.0016993454127995189,0.0016993452360765302,0.0016993450879873165,0.001699344963944302,0.0016993448597778975,0.0016993447727227863,0.0016993446998585194,0.0016993446387563935,0.001699344587479482,0.0016993445446201651,0.0016993445087447167,0.0016993444786534294,0.0016993444534319571,0.0016993444323022782,0.0016993444146644655,0.001699344399856203,0.0016993443874169865,0.0016993443770665642,0.0016993443683491628,0.0016993443610590732,0.001699344354987178
202,0.014817254409392572,0.008407860478148678,0.006471989584688577,0.005980664067527883,0.00583180390435159,0.005780073291887462,0.005759899199609296,0.005751036648865307,0.005746690763086072,0.00574431757936938,0.0057429046381458565,0.005742000481483312,0.005741391431069129,0.00574096015357307,0.005740642845569937,0.005740401461435683,0.005740214294796357,0.005740065927550927,0.005739946616944762,0.005739849402525182,0.005739770003101452,0.005739704582872636,0.0057396504544307,0.005739605419438858,0.005739568071313137,0.005739536953525572,0.005739510994734381,0.005739489265361533,0.005739471163017154,0.005739456029117351,0.005739443371473364,0.005739432754964298,0.005739423896876213,0.005739416482321037,0.0057394102750198865,0.005739405064670883,0.0057394007145961,0.005739397071710478,0.00573939402067605,0.005739391458805473,0.005739389319365882,0.005739387527278934,0.005739386026031092,0.0057393847653390935,0.005739383712379088,0.005739382830272049,0.005739382091273402,0.005739381470616565,0.005739380952204771,0.005739380517897887,0.005739380154048459,0.005739379848454368,0.005739379593182388,0.005739379379318329,0.005739379200137166,0.005739379049680328,0.005739378923995946,0.00573937881867496,0.005739378730457299,0.005739378656375371,0.005739378594462254,0.005739378542642622,0.0057393784991868245,0.005739378462720314,0.005739378432238588,0.005739378406725498,0.005739378385324269,0.0057393783673880564,0.005739378352360872,0.005739378339817054,0.0057393783292863,0.0057393783204386815,0.005739378313078482,0.005739378306879351,0.00573937830169357,0.005739378297375958
203,0.13956272816217274,0.005013635625299849,0.002045427089273923,0.0018168908652233743,0.0017567124700822456,0.0017338163647361883,0.001723191724427021,0.0017173534802518463,0.0017137155213256202,0.001711219265542647,0.0017093968282082355,0.001708007514399401,0.0017069250326923087,0.001706063100446564,0.0017053677949162127,0.0017048002746107033,0.0017043364758538837,0.0017039544102078455,0.0017036385130356655,0.0017033759452089088,0.0017031584363282357,0.0017029774161511548,0.0017028265708767685,0.0017027004292023706,0.0017025954380786295,0.0017025077329637522,0.0017024344296656597,0.0017023729839730905,0.0017023217417176531,0.0017022788688101566,0.0017022429896526884,0.0017022128824400401,0.001702187752823727,0.0017021667123429272,0.0017021490936386448,0.0017021343019189032,0.0017021219505786427,0.0017021116057898116,0.0017021029407703694,0.0017020956643994266,0.001702089587322474,0.0017020844965856333,0.00170208023184567,0.0017020766502516486,0.0017020736586555556,0.0017020711524612497,0.0017020690528010904,0.0017020672893194736,0.0017020658163109474,0.0017020645822509112,0.0017020635483706592,0.0017020626799977951,0.0017020619546095914,0.0017020613469473599,0.0017020608377817496,0.0017020604102304584,0.0017020600530465956,0.0017020597538105987,0.0017020595031013322,0.0017020592925571796,0.001702059116649565,0.001702058969387722,0.0017020588459206348,0.0017020587422707505,0.0017020586556720336,0.001702058583147836,0.0017020585223497797,0.0017020584713616576,0.0017020584286444715,0.001702058393005897,0.0017020583630723487,0.001702058337961155,0.0017020583170262059,0.0017020582993883396,0.0017020582846881593,0.0017020582724049172
204,0.18730566761072573,0.012564298119788563,0.005674391400519631,0.005052141614958704,0.004908704734872877,0.004860404411436702,0.004841099841496374,0.004832116506897243,0.004827317543661069,0.004824409236854623,0.0048224746617235,0.004821096377466663,0.004820073581872987,0.004819287152487424,0.004818668444027529,0.004818172393964137,0.004817772117010906,0.004817445319744665,0.0048171768202972896,0.004816954639679007,0.004816771163241064,0.004816618803217176,0.004816492039238493,0.004816386153464654,0.004816298092527191,0.004816224572834418,0.004816163151705721,0.004816111682328073,0.00481606876990777,0.004816032872781531,0.0048160028356198994,0.00481597763332203,0.004815956599502021,0.004815938989552908,0.004815924244301744,0.004815911865544177,0.0048159015294541065,0.004815892872804538,0.00481588562199866,0.00481587953332654,0.004815874448296749,0.004815870188653595,0.004815866620206897,0.004815863623411988,0.004815861120303262,0.00481585902335095,0.00481585726656185,0.004815855791064035,0.00481585455861117,0.004815853526089699,0.0048158526610602576,0.004815851934511649,0.004815851327597401,0.004815850819179372,0.004815850393170035,0.0048158500354504264,0.004815849736609709,0.004815849486245413,0.004815849276483176,0.004815849100332853,0.00481584895315212,0.004815848829946005,0.004815848726644437,0.004815848639924819,0.004815848567470864,0.004815848506793331,0.004815848455924167,0.004815848413267852,0.00481584837752415,0.004815848347711816,0.004815848322664886,0.004815848301653375,0.004815848284143377,0.004815848269383281,0.004815848257081849,0.004815848246811153
