x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.00035438129722595134,0.0022595308799194963,0.004764840209151714,0.008678774193670327,0.015072338695304383,0.02543103476379078,0.04147345590264708,0.06459353351377418,0.09444139276491845,0.1284544915557672,0.16229871124572123,0.19202506653722137,0.21535884380314424,0.2322825878480182,0.24384862633442045,0.2514482535676943,0.2562751614157626,0.25929341436137626,0.26115700968596983
0.0002524351104297687,0.0015896496210506014,0.0033300943597170487,0.006049872331557623,0.010504666672990715,0.01774806056455663,0.029023069617087366,0.04539578840571831,0.06676245221892275,0.09146098240232829,0.11646409529473833,0.13884608348143937,0.15675604364987808,0.16998383093764385,0.1791719761784845,0.1852939584951419,0.18922762451122213,0.19171042997121132,0.19325479374654178
0.00023690357422615573,0.0014532746090361306,0.0030018706674474417,0.005419391751489723,0.009386163165033446,0.015841108935974065,0.02588676440934143,0.040459809102952764,0.059443386916175824,0.08132593865652683,0.10339150388587562,0.12304390178497322,0.1386751013307381,0.15014357326978892,0.15805549205052105,0.16329222182460362,0.1666364109797367,0.16873564774854333,0.1700353075691438
0.0002613691471152007,0.0016091654178913006,0.0033299794632412312,0.006015811505841203,0.010419744196038663,0.017580134526399206,0.028711007340129904,0.04483133967948214,0.06578051143356492,0.08985327796979393,0.11403642882677885,0.13548679338674205,0.1524783164511481,0.1648974675299504,0.17343661220623027,0.1790725921312559,0.1826635279390702,0.18491360613536925,0.18630472913375606
0.0002670864018717252,0.0016495432391259994,0.0034191828458055608,0.006181307632722787,0.010708967915460775,0.01806889826081792,0.02950788625399224,0.046071086697567126,0.0675903471757143,0.09231088316909297,0.11713721804792784,0.13915227206600864,0.15658790686922558,0.16933056386393772,0.17809217660573237,0.18387540433211386,0.18756057725671973,0.18987000845275384,0.19129801527372675
0.00028257908082344254,0.0017454465889823558,0.003618043729652729,0.00654032969242207,0.01132901983871226,0.01910934719554304,0.031191966932679102,0.0486652629742521,0.0713258437989486,0.09729468834016579,0.12329813151481799,0.14628177001561135,0.16442381611151763,0.1776406812049732,0.1867023856962429,0.19266896832248906,0.19646321098680908,0.19883709293735655,0.20030306472924705
0.0007488821968945296,0.004639105476214516,0.009617362508779545,0.017342934981524658,0.029883992851185922,0.04995375875358512,0.08037572449808968,0.12276008093287694,0.17486123600746298,0.23051286858485415,0.28176131153138917,0.3231501376721169,0.3530586884186528,0.373183425820098,0.38608904777653263,0.39414591610958466,0.39906587931682463,0.4020540185727304,0.40386069844429145
0.000734102986567674,0.0045668806674953625,0.009489650990791973,0.017131725715637557,0.02953718964152702,0.049396688799755874,0.07952343502515488,0.121550930569077,0.17331063331394123,0.2287328815616109,0.2799155114985154,0.3213734302435909,0.3514139444287023,0.37167356085231223,0.3846881911839838,0.3928229870477281,0.3977944741352937,0.4008153633236362,0.40264234708073643
0.0006109503486273518,0.0036997124432503435,0.00758238013864235,0.013615592933295988,0.02345220305732709,0.03927368777256726,0.06342100025905224,0.09740207074657971,0.13976622554828944,0.18584879799758006,0.22919585585734573,0.26499015589344016,0.29140325112380155,0.3094977243223244,0.3212676914718528,0.32869382008423653,0.33326265531710175,0.33605159928242795,0.3377434407113983
0.0006861686101547499,0.004242188219087098,0.008786866777456047,0.0158445132311958,0.027317133911785408,0.04571532300607786,0.07369379501087972,0.11286588555118696,0.16135590528224555,0.2136214328897764,0.2622629785361182,0.30198300364997366,0.33098501024626287,0.3506728293455074,0.3633860190381609,0.37136312944015126,0.3762515075409326,0.37922732815747046,0.3810291982584003
0.0006790757083824395,0.004240799189439954,0.00883187724530347,0.015965090676620178,0.02755424022679439,0.04613793391669367,0.07441105975374772,0.11403219035486041,0.16314708925210378,0.2161851296005967,0.265654823950905,0.30614540301682613,0.33577499107082803,0.3559261540258741,0.3689570492112168,0.37714165211805867,0.3821603766059788,0.3852166723886321,0.38706761832205216
0.0006122129242496319,0.0037437536143452048,0.007711507273293877,0.013877206652724669,0.023922313063744455,0.040074385705923345,0.06472788385365377,0.09943219750017927,0.1427210054392524,0.18984408432620992,0.23420998134663232,0.2708819175779434,0.29796884446009786,0.3165406415251173,0.3286291660199963,0.3362599265893732,0.34095610368363055,0.34382328342818264,0.3455627300775408
0.0007463198543716332,0.004826557908558218,0.010248544134926527,0.018689561565690307,0.03235734563481061,0.05420114372409191,0.08731940469855332,0.13352566074120004,0.19046299496846786,0.25148020619472833,0.30788492679641327,0.3536150096033369,0.386773124906261,0.409141118582067,0.42350781300149004,0.4324831590930664,0.43796438880918415,0.4412923564440604,0.44330348647759904
0.0008624492433990229,0.005694162243622203,0.012234333942132936,0.02242933088704354,0.03888279867677153,0.06505486774528432,0.10447642420717519,0.15895627422453448,0.22519581965619367,0.2949547937719063,0.3581256361507631,0.4082298711334778,0.4438012996315356,0.4673579908665479,0.4822630529674747,0.4914690954608309,0.49704511809015073,0.5004114568426992,0.5024380584473567
0.0008245221643895848,0.00543569224562161,0.011670029468499708,0.02139082243583526,0.03709256686997655,0.062103477650015025,0.09985719356895398,0.15220292424754459,0.21614504439905027,0.2838955217939824,0.34568922742103114,0.39507480214073804,0.43039019102149706,0.4539233092493565,0.46888706806174973,0.47816304830642764,0.4837956204872459,0.4872017376188616,0.4892544255271432
0.001275648347186015,0.009218899734491528,0.020964940001868954,0.03959644632519905,0.06942034107728973,0.11600844414945685,0.1843006816254538,0.2749798779695054,0.37915328913543683,0.4809479195540444,0.5651792643679763,0.625737531884458,0.6647788078483987,0.6885098315605678,0.7025113933481232,0.7107133364840257,0.7154973150867733,0.7183126076724556,0.7199793227602239
0.0014704152052812127,0.010249304900642825,0.022737186301115358,0.042270788958520135,0.07334901094695434,0.1215871016974384,0.19157542337945135,0.2830213432398623,0.3857108302540462,0.48325024648919324,0.5615459567862795,0.6163402535575961,0.651019390779198,0.6719329212106154,0.6842854007327882,0.6915687094119318,0.6958531415623802,0.698395126064811,0.6999102863416783
0.0015426035156561255,0.010826833111717876,0.024121495921646953,0.044936633304672034,0.07800189278812489,0.1291659201000892,0.20304014017615102,0.29886018713565105,0.4053506810247733,0.5051458446082702,0.5840061042072897,0.6383186438556033,0.6722092354641999,0.6924271978935904,0.7042826815997852,0.7112427725904512,0.7153274081375295,0.7177479326290448,0.719189849951026
0.0005229145516570639,0.003156003218560527,0.006458711728332831,0.011596187513895911,0.01998864013445654,0.033525625392956955,0.05427690509735188,0.08367414471986845,0.12067323554492485,0.16142022543966064,0.2003089835667445,0.23291866524150753,0.2573371015170905,0.27428003296490383,0.28541520492847916,0.29249599976719454,0.2968769457556037,0.29956154502849,0.3011942644039563
0.0007035243529437996,0.004541151526303489,0.009633226434726305,0.01756323784816237,0.03041625271752371,0.050989181323463854,0.08225389943193992,0.12602969965789643,0.18024690841113233,0.23873634121681003,0.29323079657344336,0.3377834400313166,0.3703488464765352,0.39247249056094524,0.40676381372827736,0.41573103046033444,0.42122447516034855,0.42456702927646683,0.42658984152093565
0.0010842358361652432,0.007749156089724118,0.01750048485017746,0.03294934701840928,0.0577740849193979,0.09685481510550949,0.15486811641453488,0.23340057730898284,0.3261580112236976,0.4201790681731659,0.5014597015436543,0.5627022449791252,0.603991256966964,0.630061047758007,0.645895400964767,0.6553585543663505,0.6609478468254487,0.6642606247114309,0.6662290727876012
0.0007392798960852065,0.004773470436260522,0.010126791017246322,0.018460167923063254,0.03195665617347788,0.05353296431686109,0.08625824816650136,0.13194129536682012,0.18827719095758774,0.24871019053466645,0.30464074082580955,0.3500433568196065,0.38300388411415975,0.40526228944008447,0.41957106980507536,0.4285162448459927,0.4339817406456162,0.43730130487967306,0.4393078312457342
0.0008304362832559102,0.005730597077421915,0.012656097224347714,0.02355354938878301,0.04114551875518429,0.06912721706397643,0.1113417392849473,0.16989217426027223,0.24148772709644775,0.31746173360260194,0.3868704716470648,0.4424183953762594,0.48216791262501935,0.5086496195669209,0.5254689254586677,0.5358758009011435,0.5421808039180483,0.5459845446495126,0.5482717067992289
0.000702260455444416,0.004562867193896939,0.009716225140064557,0.017747990296343448,0.03076247643604122,0.051590733270401805,0.08324666437503225,0.12758503011195468,0.18252959412412997,0.24184915160702627,0.29716836600537483,0.3424405732089477,0.3755637387977963,0.39808486461277304,0.4126422317818114,0.42178043400764625,0.42738015870793644,0.4307878659200789,0.4328502157158006
0.0011176704265109957,0.00794711890354663,0.01788351796188651,0.03359202811563584,0.058806666458441924,0.09845187469191848,0.15718571905063145,0.23644386930614136,0.32963397910645786,0.42353598508484686,0.5041575138188903,0.5644776662290016,0.6048906973244279,0.6302849272667227,0.6456608132392894,0.6548351570231038,0.6602511820733653,0.6634618732644083,0.6653706626394129
0.0011992049171115086,0.008771850223123647,0.020121067075806184,0.038223565239138745,0.06728485092965879,0.11281928213194774,0.17987482141460975,0.26954875367903053,0.37362402627107394,0.4766681731012951,0.5632174518855704,0.6263638691207472,0.6675717194883921,0.6928218651142642,0.7077744577348117,0.7165346501224089,0.7216336473474633,0.7246252302938889,0.7263907611606958
0.0004936158991093156,0.0030994755702006783,0.006477881162130226,0.011740545728129772,0.020319707150848368,0.034158786090092624,0.05542238337744676,0.08568156525252817,0.12402898917839586,0.16665828227614785,0.20781416535729452,0.24276963115428696,0.2692858743823624,0.28790667070120696,0.3002718380691007,0.3082008155460985,0.3131379644969743,0.3161774385786023,0.3180319386503014
0.00034835107160799276,0.0020418994452078604,0.00412080876875451,0.007363790675212441,0.012690536216642236,0.021333073353878625,0.034686523049297,0.0538242353837124,0.07830834726448203,0.10585136234176415,0.1328014762501013,0.15600398082108385,0.17382314611782232,0.1864650487265753,0.19492639145327564,0.2003834418079064,0.20379514107340677,0.20590128951908654,0.20718872332907126
0.00034778705463005456,0.001994052711685807,0.003982639266744805,0.007088949883659083,0.01219988123970356,0.020494464712100396,0.033301719993212936,0.05163075674528181,0.07502872523704385,0.10126944323503193,0.12684598709565356,0.14876785608994722,0.16552496197689917,0.17736020042391795,0.1852501639477646,0.19032193046845916,0.1934845918398243,0.19543329061088363,0.19662288344303117
0.00038587014691495954,0.002128249099509249,0.0041780824430751795,0.007390877868557667,0.012689338333476834,0.02128172077755188,0.03450981040238354,0.05334559889624023,0.07721167625824195,0.10371197612783545,0.1292321056511562,0.15081933100879585,0.1671069426592733,0.17847604900390707,0.18598118621339238,0.19076875660956977,0.1937374461988048,0.1955594803312802,0.19666885484394667
0.0005396944106396375,0.003230539835891859,0.006583427122492611,0.011798455523067157,0.02032016680337177,0.03406095421683952,0.0551036400046199,0.08486287574169667,0.12222366771901265,0.1632324241856856,0.20221579367011874,0.2347651493724093,0.25903702569008724,0.27581607171670347,0.286810078210413,0.2937848119333046,0.29809285693455606,0.30072972799201375,0.3023322022541755
0.0006427236684980256,0.003937444098694798,0.00811740798299819,0.0146106630673119,0.025181744616742236,0.042162253290315435,0.06804040951455817,0.10438415658504427,0.14956855548580203,0.1985446794807839,0.24442401792230295,0.2821466121680342,0.3098697845304298,0.3287953074636809,0.34107123018268004,0.34880003423953854,0.3535477074858038,0.35644266810492636,0.35819751460422505
0.0010320105593960454,0.007104145013850631,0.015654962169954795,0.02906559992503949,0.05061479336922884,0.08463495926852747,0.13534155406192988,0.2043662006463385,0.28652793289374295,0.3706841054107982,0.44440646907903686,0.5008239828891322,0.5395040558177832,0.5643384357712469,0.5796578523261328,0.5889370619457139,0.5944782769489785,0.5977907842377875,0.599771761076091
0.0010741659962773687,0.007313113194033228,0.016000880265822144,0.029583865492705374,0.05138931636678179,0.08577332751515213,0.1369080529972695,0.20625985806553368,0.2883714674679674,0.37190012955552354,0.4445037497125976,0.499637090829302,0.5371881006136607,0.5611824739037309,0.5759412152890239,0.5848692241614681,0.590199505099971,0.5933870806352239,0.5952945063749157
0.001073822132176673,0.0072912960050368,0.01592649584736719,0.02941957122042168,0.05108138058974471,0.08524277581295388,0.1360511197606402,0.2049656739852228,0.2865672215687171,0.3695888766584993,0.4417681861380746,0.49659774635271164,0.5339584428991728,0.5578435836565979,0.5725430597578695,0.5814397291092667,0.5867536284739892,0.5899325312380048,0.5918352832080475
0.0010245633441979152,0.006952589179432021,0.015183212097400218,0.02805078636846704,0.04873126213423271,0.08140457396917537,0.1301409054213012,0.19653904317849769,0.27565989084969533,0.35682228444468267,0.4280658095655641,0.4827272655535607,0.5203176516262383,0.5445318152739916,0.5595173434036073,0.5686214172591932,0.5740719142771972,0.5773368816695935,0.5792925185738763
0.00097643051597565,0.0065073229609487904,0.01405558085781842,0.02582273087799901,0.044761227302423406,0.07475459420933292,0.11963482972718381,0.18104832306579888,0.2546779537569614,0.3308158587475599,0.39829760708406864,0.4506220397812301,0.4869829010200532,0.5106266747025127,0.5253746800590668,0.5343897013864686,0.5398115247425492,0.5430698308294665,0.5450258314496459
0.0010031093336868332,0.006824311366509745,0.014927811183577387,0.027607158003961775,0.04799447014695601,0.08022707606818988,0.12836405528808809,0.19407125228440983,0.27258479907193023,0.3534127000401309,0.4246570729427405,0.47955184463608264,0.517447800095952,0.5419335070918859,0.5571198714871521,0.5663584756816153,0.5718936265523947,0.5752104211364835,0.5771973011771705
0.0009928538078749565,0.006738823201057802,0.014719779063275491,0.02720279823990089,0.04727938755989393,0.07903517812657772,0.1264908857063071,0.19132912340071467,0.2689070778957291,0.34891067020996713,0.419574959901149,0.47414479938719195,0.5118985782320148,0.5363393889462525,0.5515216638095576,0.5607687780240164,0.5663137619742767,0.5696383946841886,0.5716307447057324
0.0010223805107272943,0.006902528102109311,0.015026252251571545,0.027713699768961233,0.04810699584672994,0.08033516928700182,0.12841915688559147,0.19394469841121142,0.27205004828347085,0.35220541005891187,0.42260706036176104,0.47666476494417503,0.5138747883864984,0.537868461176661,0.5527326875577634,0.561771530883167,0.5671873061096341,0.5704335603910945,0.5723789491710525
0.0010220779194961113,0.007071463772831696,0.015634140129459576,0.02908218698547196,0.050697554871233466,0.08482985320043931,0.13572843218197453,0.20507426123527764,0.2877237924482379,0.37251864508133753,0.4469368681532762,0.5039870913583744,0.5431560438071817,0.568326783809301,0.5838595041619861,0.5932675908977791,0.5988841462193286,0.6022403453529898,0.6042466173966481
0.0009386759121257711,0.006418799653639317,0.014089105891485475,0.026114705824977092,0.04547863271435947,0.07616116501355343,0.12215421552957004,0.18530342096458932,0.2613991535626923,0.34060473819897863,0.4113248430427768,0.4665537969691589,0.5051592823938715,0.5303623313224565,0.5461144572305211,0.5557472929577559,0.5615371136970834,0.5650126222082453,0.5670963325864138
0.0009343560375530082,0.006312712018506084,0.013752112267236796,0.02538589829543587,0.044121936994539236,0.07382517152868483,0.1183692886405486,0.1795508780847475,0.2533042791255365,0.33011212014455255,0.3987431134847321,0.45239690573521046,0.48995218365112436,0.5145086583299292,0.5298828620591018,0.5393003915996143,0.5449694965669146,0.5483770225867126,0.550422172072131
0.0009575121761919108,0.0064618274169478,0.014066034237269343,0.02595120604349072,0.04508255583888252,0.07538813700917328,0.12077503646715577,0.18298485087699703,0.25775439097810077,0.33531798430247767,0.40430870803680447,0.4579866852407771,0.495391853233379,0.5197593077378206,0.5349722019183453,0.5442727145738268,0.5498643997173828,0.553222931899785,0.5552378828929557
0.00026016491178268555,0.0013249156679959989,0.002523071364850048,0.004426039811847497,0.007588194379417978,0.012733562266126241,0.020677506674241408,0.03203082411131633,0.04648685340044992,0.062633844101777,0.07828205610871261,0.09159700368070084,0.10169217926683505,0.10876442250348176,0.11344483084473858,0.11643554340577009,0.11829213467327611,0.11943250405288389,0.12012722113880878
0.0008188309445029861,0.005468869713892302,0.011833988639808111,0.021780884799241094,0.037844128845039696,0.0634255992015777,0.10205056638767326,0.15564447733025064,0.22119150647567085,0.2907562861100496,0.3543251195155413,0.4052263045412526,0.4416856354594944,0.4660104425107742,0.4814886863276124,0.491086283635092,0.4969139186259639,0.5004371733949925,0.5025597703063609
0.0006460336225533274,0.004050308017713616,0.008454065516564465,0.015300440022288498,0.026428139655844066,0.04428913071199196,0.07151094359459528,0.10976661518199536,0.15738251540737044,0.20907691828814073,0.25759795718023365,0.29757825544491096,0.32702180422667215,0.3471578348421381,0.36023706048407095,0.36847950800139845,0.3735456539583991,0.3766357216183886,0.37850902852244384
0.0005972877818833936,0.0037286816282274494,0.00776574463903432,0.014044372571922136,0.024262053105955417,0.040690519818601556,0.0657921584594688,0.1012015314500934,0.1455114320586963,0.193953764646139,0.23979843686100424,0.27790580225210354,0.30620741655395695,0.32570629397585144,0.3384484486172016,0.3465158413859737,0.3514912013250391,0.3545330637059434,0.35638008313435027
0.0013027723008815753,0.008955078656971417,0.019698769773869113,0.03648220735239285,0.06328582777857204,0.10517930041622928,0.1666237801032546,0.24822464995120833,0.3419979623980556,0.4337723097960388,0.5100418195329739,0.5653462959272764,0.6014730675669402,0.6238010568840655,0.6372127894937227,0.6452030059126413,0.6499307829495734,0.6527443914261681,0.6544239914500745
