"","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"101",0.000354381297225951,0.0022595308799195,0.00476484020915171,0.00867877419367033,0.0150723386953044,0.0254310347637908,0.0414734559026471,0.0645935335137742,0.0944413927649184,0.128454491555767,0.162298711245721,0.192025066537221,0.215358843803144,0.232282587848018,0.24384862633442,0.251448253567694,0.256275161415763,0.259293414361376,0.26115700968597
"102",0.000252435110429769,0.0015896496210506,0.00333009435971705,0.00604987233155762,0.0105046666729907,0.0177480605645566,0.0290230696170874,0.0453957884057183,0.0667624522189228,0.0914609824023283,0.116464095294738,0.138846083481439,0.156756043649878,0.169983830937644,0.179171976178484,0.185293958495142,0.189227624511222,0.191710429971211,0.193254793746542
"103",0.000236903574226156,0.00145327460903613,0.00300187066744744,0.00541939175148972,0.00938616316503345,0.0158411089359741,0.0258867644093414,0.0404598091029528,0.0594433869161758,0.0813259386565268,0.103391503885876,0.123043901784973,0.138675101330738,0.150143573269789,0.158055492050521,0.163292221824604,0.166636410979737,0.168735647748543,0.170035307569144
"104",0.000261369147115201,0.0016091654178913,0.00332997946324123,0.0060158115058412,0.0104197441960387,0.0175801345263992,0.0287110073401299,0.0448313396794821,0.0657805114335649,0.0898532779697939,0.114036428826779,0.135486793386742,0.152478316451148,0.16489746752995,0.17343661220623,0.179072592131256,0.18266352793907,0.184913606135369,0.186304729133756
"105",0.000267086401871725,0.001649543239126,0.00341918284580556,0.00618130763272279,0.0107089679154608,0.0180688982608179,0.0295078862539922,0.0460710866975671,0.0675903471757143,0.092310883169093,0.117137218047928,0.139152272066009,0.156587906869226,0.169330563863938,0.178092176605732,0.183875404332114,0.18756057725672,0.189870008452754,0.191298015273727
"106",0.000282579080823443,0.00174544658898236,0.00361804372965273,0.00654032969242207,0.0113290198387123,0.019109347195543,0.0311919669326791,0.0486652629742521,0.0713258437989486,0.0972946883401658,0.123298131514818,0.146281770015611,0.164423816111518,0.177640681204973,0.186702385696243,0.192668968322489,0.196463210986809,0.198837092937357,0.200303064729247
"201",0.00074888219689453,0.00463910547621452,0.00961736250877955,0.0173429349815247,0.0298839928511859,0.0499537587535851,0.0803757244980897,0.122760080932877,0.174861236007463,0.230512868584854,0.281761311531389,0.323150137672117,0.353058688418653,0.373183425820098,0.386089047776533,0.394145916109585,0.399065879316825,0.40205401857273,0.403860698444291
"202",0.000734102986567674,0.00456688066749536,0.00948965099079197,0.0171317257156376,0.029537189641527,0.0493966887997559,0.0795234350251549,0.121550930569077,0.173310633313941,0.228732881561611,0.279915511498515,0.321373430243591,0.351413944428702,0.371673560852312,0.384688191183984,0.392822987047728,0.397794474135294,0.400815363323636,0.402642347080736
"203",0.000610950348627352,0.00369971244325034,0.00758238013864235,0.013615592933296,0.0234522030573271,0.0392736877725673,0.0634210002590522,0.0974020707465797,0.139766225548289,0.18584879799758,0.229195855857346,0.26499015589344,0.291403251123802,0.309497724322324,0.321267691471853,0.328693820084237,0.333262655317102,0.336051599282428,0.337743440711398
"204",0.00068616861015475,0.0042421882190871,0.00878686677745605,0.0158445132311958,0.0273171339117854,0.0457153230060779,0.0736937950108797,0.112865885551187,0.161355905282246,0.213621432889776,0.262262978536118,0.301983003649974,0.330985010246263,0.350672829345507,0.363386019038161,0.371363129440151,0.376251507540933,0.37922732815747,0.3810291982584
